time,base_time,time_offset,lat,lon,alt
2023-06-10 17:25:05,2023-06-10,2023-06-10 17:25:05,38.92202,-106.9509,2764.0
2023-06-10 17:25:06,2023-06-10,2023-06-10 17:25:06,38.92202,-106.9509,2764.0
2023-06-10 17:25:07,2023-06-10,2023-06-10 17:25:07,38.92202,-106.9509,2764.0
2023-06-10 17:25:08,2023-06-10,2023-06-10 17:25:08,38.92202,-106.9509,2764.0
2023-06-10 17:25:09,2023-06-10,2023-06-10 17:25:09,38.92202,-106.9509,2764.0
2023-06-10 17:25:10,2023-06-10,2023-06-10 17:25:10,38.92202,-106.9509,2764.0
2023-06-10 17:25:11,2023-06-10,2023-06-10 17:25:11,38.92202,-106.9509,2764.0
2023-06-10 17:25:12,2023-06-10,2023-06-10 17:25:12,38.92202,-106.9509,2764.0
2023-06-10 17:25:13,2023-06-10,2023-06-10 17:25:13,38.92202,-106.9509,2764.0
2023-06-10 17:25:14,2023-06-10,2023-06-10 17:25:14,38.92202,-106.9509,2764.0
2023-06-10 17:25:15,2023-06-10,2023-06-10 17:25:15,38.92202,-106.9509,2764.0
2023-06-10 17:25:16,2023-06-10,2023-06-10 17:25:16,38.92202,-106.9509,2764.0
2023-06-10 17:25:17,2023-06-10,2023-06-10 17:25:17,38.92202,-106.9509,2764.0
2023-06-10 17:25:18,2023-06-10,2023-06-10 17:25:18,38.92202,-106.9509,2764.0
2023-06-10 17:25:19,2023-06-10,2023-06-10 17:25:19,38.92202,-106.9509,2764.0
2023-06-10 17:25:20,2023-06-10,2023-06-10 17:25:20,38.92202,-106.9509,2764.0
2023-06-10 17:25:21,2023-06-10,2023-06-10 17:25:21,38.92202,-106.9509,2764.0
2023-06-10 17:25:22,2023-06-10,2023-06-10 17:25:22,38.92202,-106.9509,2764.0
2023-06-10 17:25:23,2023-06-10,2023-06-10 17:25:23,38.92202,-106.9509,2764.0
2023-06-10 17:25:24,2023-06-10,2023-06-10 17:25:24,38.92202,-106.9509,2764.0
2023-06-10 17:25:25,2023-06-10,2023-06-10 17:25:25,38.92202,-106.9509,2764.0
2023-06-10 17:25:26,2023-06-10,2023-06-10 17:25:26,38.92202,-106.9509,2764.0
2023-06-10 17:25:27,2023-06-10,2023-06-10 17:25:27,38.92202,-106.9509,2764.0
2023-06-10 17:25:28,2023-06-10,2023-06-10 17:25:28,38.92202,-106.9509,2764.0
2023-06-10 17:25:29,2023-06-10,2023-06-10 17:25:29,38.92202,-106.9509,2764.0
2023-06-10 17:25:30,2023-06-10,2023-06-10 17:25:30,38.92202,-106.9509,2764.0
2023-06-10 17:25:31,2023-06-10,2023-06-10 17:25:31,38.92202,-106.9509,2764.0
